"","X","id","text","geo","description","likes","retweet_counts","lang","length"
"1263",2527,1572260568593231872,"RT @Beno_ldn: Why do these racist journalists still get away with bullying Meghan Markle?","","just another left-handed tweeter in the hay","1",416,"en",1
"1264",2532,1572260528466042880,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","North Lincolnshire, England.","Enthusiastic watcher of football & drinker of wine.
Polite Warning: I RT a lot. On matchdays, even more.
West Ham TID. #COYI #Massive.","1",1645,"en",1
"1265",2533,1572260510258569216,"RT @jamie_eldon: @KaindeB @GBNEWS Thank you!! It’s all right there, they both make their opinions perfectly clear, but these gutter ‘journa…","","","1",5,"en",1
"1266",2535,1572260504793645056,"RT @unmasking_media: Astounding that millions of people regressed to child-level peer pressure on the orders of bullying governments to sha…","","","1",56,"en",1
"1267",2537,1572260498565140480,"RT @spikedonline: The EU’s hatred of Hungary has nothing to do with the ‘rule of law’. It’s because Hungary has stood up to Germany’s econo…","England 🏴󠁧󠁢󠁥󠁮󠁧󠁿","English Constitutionalist   https://t.co/QPWWrcNScL","1",112,"en",1
"1268",2538,1572260497361195008,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","London, England, Europe","Gin & Tonic!! Pro EU!  NHS worker 🏥","1",1645,"en",1
"1269",2539,1572260494786039808,"RT @suchitrav: After the demolition of Babri Masjid in 1992, Jai Shri Ram became a rallying call for an aggressive Right-wing Hindutva nati…","Ghaziabad, India","","1",33,"en",1
"1270",2540,1572260492910919680,"RT @signediza: Ok, this was unexpected, shocking and sad. We definitely don't see this much being talked about (cyber bullying/bashing) 

H…","","am me..I Love Kpop.. Obsessed with everything Korea Asian..","1",7,"en",1
"1271",2541,1572260485160140800,"RT @MarieJamison9: @SurprisedWhy @AprilABrown1 I don’t know how these women sleep at night. Tina Brown &amp; the beige shoe brigade of hate, ha…","Somewhere, NJ","JMHO!💡💜  #HarryMeghan✊#SussexSquad 🌸,🌹Royce🎶! Lets make a diff🌎 #UniteTheBlue, #Resist #BLM💡; showin❤4 fav scroll by! 1LOVE✌Pics/GIFs unkwn not mine twts","1",10,"en",1
"1272",2542,1572260479179042816,"RT @sophia_71_: After Amber wins her appeal, I want nothing more than for her to be able to move on with her life in peace. But at the same…","","#IBelieveAmberHeard
#IStandWithAmberHeard
#JohnnyDeppIsAMonster","1",103,"en",1
"1273",2544,1572260464498720768,"RT @catsukib00: #bkdk tw bullying

Camie bullies Izuku day in and day out for crushing on Katsuki, claiming the blond boy could never want…","","BI MYSELF
I'm 19 🎂
ADM
🇧🇷","1",129,"en",1
"1274",2546,1572260405208285184,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","🇧🇷 ","#VamosSãoPaulo","1",4364,"en",1
"1275",2547,1572260391929118720,"RT @BelleStruts: This is how bullying and alienation works. Trump inflates the value of his approval by withholding it, &amp; being loudly cont…","","""You can't wait until life isn't hard anymore before you decide to be happy"" . Dx with MS in 1998.  No DM's","1",2,"en",1
"1276",2548,1572260388577882112,"RT @AlMariam1: https://t.co/wYCNPf5P2b
Does IHRC stand for International Haters&amp;Racists Council?
Is ""human rights"" the ideological bullying…","Aurora, CO, United States ","Community Organizer, CEC. Making objective solution, seeking effort that empowers Ethio-Americans to further integrate into the local community.","1",336,"en",1
"1277",2550,1572260378792579072,"RT @suchitrav: After the demolition of Babri Masjid in 1992, Jai Shri Ram became a rallying call for an aggressive Right-wing Hindutva nati…","Chandigarh, India","AAP ar CHAADI DHARI DUR RAHEN","1",33,"en",1
"1278",2554,1572260303290638336,"RT @dontbeclassist: Would've started bullying her until she got cleaner","New York, NY","✊🏽🏳️‍🌈 Small business owner. Receipts archiver and provider. Movie live-tweeter. Professional Inquiries: chris@notcapnamerica.com","1",1,"en",1
"1279",2555,1572260295745085440,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","Vale da Solidão","Só entrei no twitter pra ver hentai, pouca vergonha, mulher pelada e esquizofrenia. Retwito coisa nsfw 🔞 cuidado 
icon @arth_665","1",4364,"en",1
"1280",2558,1572260292276670464,"RT @guzman4virginia: It is incredibly awful that this Governor would release these policies late on a Friday afternoon. Time &amp; time again,…","Virginia, USA","VA Chapter of National Organization for Women (NOW) Fighting for Gender Equality Every Day! Home of the ""VA Law Audit Project"". #ERANow #38thState 💪🏿💪🏾💪🏽","1",54,"en",1
"1281",2559,1572260282982092800,"RT @ArkRoyalBrian: Please remember Dan Wootton was responsible for the death of Caroline Flack and the persecution of Prince Harry and Megh…","","","1",2431,"en",1
"1282",2560,1572260282503933952,"RT @iwilldrag: @Lavyflash3 Omo. Of it was Chi chi fans bullying us I would understand, cause they helped us. But see bases that have never…","Lagos, Nigeria","In a love/hate relationship with Nigeria. In as much as I love the people, food, music and everything else that makes us tick, I hate it here.","1",10,"en",1
"1283",2563,1572260258764197888,"RT @iwilldrag: @Lavyflash3 Omo. Of it was Chi chi fans bullying us I would understand, cause they helped us. But see bases that have never…","","@nengiofficial please follow her on twitter n Instagram NENGI STAN FOREVER |MY OLD ACCOUNT HAS BEEN SUSPENDED 😭😂","1",10,"en",1
"1284",2564,1572260236152672256,"RT @MademoiselleSLH: ⚠️ Accounts to report on IG.

Report each post for violence, click violent threat. Report whole account for bullying a…","","","1",81,"en",1
"1285",2566,1572260189524623360,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","","Keep The Truth Alive","1",1008,"en",1
"1286",2567,1572260188001894400,"RT @Picassoza4: If we really serious about sorting out Eskom, Koko is the man, not De Ruyter and Pravin who should wait for a Cyril Ramapho…","","Leadership of relationships in venda","1",43,"en",1
"1287",2568,1572260173464440832,"RT @AlMariam1: https://t.co/wYCNPf5P2b
Does IHRC stand for International Haters&amp;Racists Council?
Is ""human rights"" the ideological bullying…","Addis Ababa, Ethiopia","Because I am Proudly Ethiopian, African, Black.","1",336,"en",1
"1288",2569,1572260161464705024,"RT @rosetakemi: Y’all don’t understand how much i need to see Takemichi in this timeline.

He won’t be the same at all because Toman wasn’t…","","Mob Psycho • Tokyo Revengers • she • 18♉ • Takemicchi 💚","1",79,"en",1
"1289",2570,1572260155055820800,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","","1",4364,"en",1
"1290",2571,1572260145467633664,"RT @tcinacademia: Hey, true crime friends! This week I am continuing with the issue of bullying and bringing you a tragic case that highlig…","","Ph.D. Candidate @EGLStonyBrook, LGBTQ+ Literary Scholar, Executive Director of @IvoryBoilerRoom, Curator of Tane Poetry Library @waltwhitmaninit (he/him/his)","1",4,"en",1
"1291",2573,1572260129743179776,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Scotland #JohnsonOut ","","1",1645,"en",1
"1292",2577,1572260097258291200,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","Louisville, KY","Dude that likes ANY type of woman / Cool things / NO minors / NO racism / Gamer / Movie lover","1",4364,"en",1
"1293",2579,1572260075443568640,"RT @Am_Blujay: Samke wanted to commit suicide days ago today she is out here bullying someone for something that looks like a disability ho…","South Africa","Ex-Commando!🎖👮🏾- || Arsenal","1",1,"en",1
"1294",2580,1572260074726518784,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","Georgia, USA","Online Clothing and Merchandising store","1",1008,"en",1
"1295",2582,1572260046742114304,"RT @Beno_ldn: Why do these racist journalists still get away with bullying Meghan Markle?","🇨🇦","Crash Landing On You and WestAllen. - CLOY is the only k-drama that matters. I love the Flash and am an unapologetic Iris West-Allen stan. Brazen Hussy!","1",416,"en",1
"1296",2583,1572260043952738304,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","","","1",1645,"en",1
"1297",2584,1572260033483919360,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","","","1",1645,"en",1
"1298",2589,1572260018342481920,"RT @AbhinandanSekhr: Wanna see just how low tv news presenters can go? Communally bullying little kids.!! Even I was aghast watching this &amp;…","UP of the South","Liberal | Atheist | Low Carb | Kannadiga | Politics | India | USA","1",255,"en",1
"1299",2590,1572260012470280192,"@deathreyy LMAO IT WAS TOWARDS LRT I AM JUST BULLYING FRIENDS","i/h: @kao_husband ","25+ |  FFXIV  | ⚠️ NSFW⚠️ | PLEASE DO NOT REPOST OR USE MY ART! |
💍: @kao_husband 💕","1",0,"en",1
"1300",2591,1572260010234728448,"RT @berriefieldz: so many people got mad at oomf for pointing out how white people can't experience racism, and i still know that its bc th…","fae/thou/moon white TME 17","CHAZZ IT UP! CHAZZ IT UP!","1",10,"en",1
"1301",2594,1572259978714513408,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","","","1",1008,"en",1
"1302",2595,1572259977934557184,"RT @kdsigx: I LOVE how its getting better with new cases deepened and well handled like sexual harrassment, bullying, worker safety, noise…","Azkaban","•SIKseekers •Hoonist •Dorandan •Arjenia •Wonnim •Sontokkies •Hyorangdan •etc 🫶 | •cdrama •kdrama •dorama •film | Dont follow me🙏","1",64,"en",1
"1303",2596,1572259963778797568,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","California, USA","Future Game Dev, Decent Artist, SEGA, Rare, Sony, Klonoa, P5 and Capcom Shill, Ally, and Mostly a chill dude.","1",4364,"en",1
"1304",2599,1572259925060993024,"RT @HausCrashBurn: @Imani_Barbarin at the hospital today for my husband's surgery and they all start celebrating cuz the clinical director…","","🔞MDNI‼ 24 Black ! they/them : crowdfunding since 2019, post for my cousin and siblings. raising funds to stay housed wishlist https://t.co/C2rTIwq3bL","1",56,"en",1
"1305",2603,1572259883713724416,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Liverpool, England","","1",1645,"en",1
"1306",2604,1572259874360250368,"RT @AlMariam1: https://t.co/wYCNPf5P2b
Does IHRC stand for International Haters&amp;Racists Council?
Is ""human rights"" the ideological bullying…","Tampa","Eritrean","1",336,"en",1
"1307",2605,1572259866827231232,"RT @kukuruyo: Every month we have this tweet where thousands of bullies out themselves in a sad attempt at justifying bullying by making up…","The bean kicking in","I write stories, work on stories, and cosplay sometimes. Variety Gamer, #BullsNation, Wrasslin’ fan. #Road2Affiliate","1",150,"en",1
"1308",2609,1572259842299133952,"RT @Kidscape: Amazing news! We're thrilled to be one of the amazing charities for #JingleJam2022, the world's biggest charity gaming event⚡…","Manchester, England","✒ Lucy Knott: @ariafiction & @hqstories
     
        📚 Kelly Sharpe: #Kidlit rep'd by @ashliterary

      🌈 @kidscape Ambassadors

She/Her","1",6,"en",1
"1309",2614,1572259807423340544,"RT @Beno_ldn: Why do these racist journalists still get away with bullying Meghan Markle?","","Just here to call out injustices done to black people. #BLM #BIDEN/HARRIS #BEYHIVE","1",416,"en",1
"1310",2615,1572259803854172160,"RT @MademoiselleSLH: ⚠️ Accounts to report on IG.

Report each post for violence, click violent threat. Report whole account for bullying a…","† 𝐽𝑜𝑛𝑔ℎ𝑦𝑢𝑛. 🌕🌹","𝐵𝐼𝐺𝐵𝐴𝑁𝐺 & 𝐵.𝐴.𝑃 𓇬 2𝑛𝑑 𝐺𝑒𝑛. ¦ 𝑀𝑢𝑙𝑡𝑖. 𓇬 🇩🇪🇮🇹.","1",81,"en",1
"1311",2617,1572259790411403264,"RT @MissNizi: My kids’ school has a 0 tolerance policy for bullying so they would get kicked out. I would definitely make them apologize to…","","Self Love, Self Care, Selfish 💕","1",1,"en",1
"1312",2619,1572259785214513152,"RT @RemyCRH: I’m against bullying. I support Meghan Markle. 🤍","United States","Here to support the Sussexes & their causes, & contribute more positivity towards those unjustly attacked ❤️","1",232,"en",1
"1313",2621,1572259767069859840,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Glasgow, Scotland","Scottish Warrior and Mother and Gran to the loves of my life and Hate the tories 
bring on #IndyRef2 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿","1",1645,"en",1
"1314",2622,1572259763869650944,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","West Midlands, England","""What is objectionable, what is dangerous about extremists is not that they are extreme, but that they are intolerant."" Bobby Kennedy #FBPE #FBPPR #FBPEGlobal","1",1008,"en",1
"1315",2623,1572259756768915456,"RT @Kidscape: Amazing news! We're thrilled to be one of the amazing charities for #JingleJam2022, the world's biggest charity gaming event⚡…","","Published Author @HQDigitalUK @AriaFiction

Book Reviews at:
https://t.co/Xn77KweO3s

Ambassador @kidscape

Find my books here: ⬇️","1",6,"en",1
"1316",2625,1572259730789113856,"RT @rosetakemi: Y’all don’t understand how much i need to see Takemichi in this timeline.

He won’t be the same at all because Toman wasn’t…","it (trash)","olvidé que era lo que tenía aquí, no más me acuerdo que me gusta Gerard Way y BTS|18","1",79,"en",1
"1317",2626,1572259715564081152,"RT @AbhinandanSekhr: Wanna see just how low tv news presenters can go? Communally bullying little kids.!! Even I was aghast watching this &amp;…","Mumbai/Lucknow","IAF to HR to Entrepreneur. Learner. Like/Follow/RT not endorsement.","1",255,"en",1
"1318",2627,1572259701894811648,"RT @jdennikiiz: you're in my zone.
   — a heejake au wherein

Kieran (sjy) is a newly enrolled student after he experienced bullying in his…","— mainly heejake
non-rps dni dnf

(63+) | filo
minors blocked","10 pm #희제이크 time ❤️‍🔥","1",49,"en",1
"1319",2633,1572259590233903104,"RT @himorogi2nd: We get it, you wanna justify bullying so you wouldn't feel bad.","The bean kicking in","I write stories, work on stories, and cosplay sometimes. Variety Gamer, #BullsNation, Wrasslin’ fan. #Road2Affiliate","1",5,"en",1
"1320",2634,1572259584278163456,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","Republic of the Philippines","Born-again Christian, #essereFerrari tifoso. #CL16.","1",1008,"en",1
"1321",2636,1572259572936589312,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","West Midlands, England","""What is objectionable, what is dangerous about extremists is not that they are extreme, but that they are intolerant."" Bobby Kennedy #FBPE #FBPPR #FBPEGlobal","1",1645,"en",1
"1322",2637,1572259567114883072,"RT @Beno_ldn: Why do these racist journalists still get away with bullying Meghan Markle?","Scotland","Love life, music, animals, beautiful places and good company. Keep smiling.","1",416,"en",1
"1323",2638,1572259564300701696,"RT @MademoiselleSLH: ⚠️ Accounts to report on IG.

Report each post for violence, click violent threat. Report whole account for bullying a…","Philippines","2NE1⁴ 🤝 BIGBANG⁵ 🤝 BLACKPINK⁴ 🤝 #CORPSE死                                                                                  최승현𝙁𝙊𝙍 𝙏𝙏𝙏𝙊𝙋
// FAN ACCOUNT","1",81,"en",1
"1324",2639,1572259563625381888,"RT @ShifterofShapes: I had childhood trauma from all the bullying and abuse  I got at school and at home for being a naturally feminine boy…","Solana","Politics//NFTs//Cryoto//Tweets for 🤩//Com.Scientist//Community Mod(AlgoInu Token), Former Moderator@ Regulated @hasuki","1",289,"en",1
"1325",2640,1572259557799514112,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","Inside a jar ","Gabi best aot character","1",4364,"en",1
"1326",2641,1572259555693805568,"RT @claireroberts02: BULLYING is spot on - Great Bullying News.","Edinburgh, Europe.","Photography, jazz, art, politics, and more.
Photos: https://t.co/0aHbuQtgye
Reviews: https://t.co/JGpLMwldAI and https://t.co/IeswQnty11
Thinking: https://t.co/tVzQCymtaL","1",8,"en",1
"1327",2642,1572259548072906752,"RT @AbhinandanSekhr: Wanna see just how low tv news presenters can go? Communally bullying little kids.!! Even I was aghast watching this &amp;…","Chandigarh, India","AAP ar CHAADI DHARI DUR RAHEN","1",255,"en",1
"1328",2644,1572259540116336640,"RT @itsaskyfall24: @oncemimosa I feel so bad for garam, after she was proven innoecent everyone seems to not care anymore, its making me th…","","","1",7,"en",1
"1329",2645,1572259539571081216,"RT @NicolaJames007: Ever wondered what the 'B' in GB News stands for? It's bullying. https://t.co/LcqyLUsXeQ","Edinburgh, Europe.","Photography, jazz, art, politics, and more.
Photos: https://t.co/0aHbuQtgye
Reviews: https://t.co/JGpLMwldAI and https://t.co/IeswQnty11
Thinking: https://t.co/tVzQCymtaL","1",16,"en",1
"1330",2646,1572259536681185280,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","Don't waste my time with BS","1",4364,"en",1
"1331",2647,1572259525272518656,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","","Wife mother, grandmother, ret nurse/midwife. Sad & angry re loss of opportunities & hardships caused by Brexit & how the corrupt Tories have mishandled Covid 19","1",1645,"en",1
"1332",2651,1572259501348368384,"RT @AbhinandanSekhr: Wanna see just how low tv news presenters can go? Communally bullying little kids.!! Even I was aghast watching this &amp;…","Nowhere","No man is an island.","1",255,"en",1
"1333",2652,1572259494012522496,"RT @kdsigx: I LOVE how its getting better with new cases deepened and well handled like sexual harrassment, bullying, worker safety, noise…","Ecuador","One of igot7 💚💚 Airen ✨ Yoo Seungho, Lee Seunggi, Lee Jae Wook, Yook Sungjae 🥰 God bless Us.","1",64,"en",1
"1334",2656,1572259474827808768,"RT @kdsigx: I LOVE how its getting better with new cases deepened and well handled like sexual harrassment, bullying, worker safety, noise…","old kpopper","Multifandom🤣","1",64,"en",1
"1335",2659,1572259468859277312,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","long island new york","","1",4364,"en",1
"1336",2661,1572259464203608064,"RT @reaschwarz: i’m content with my weight as well as my short neck. i don’t have to go around the internet bullying other women on how the…","Pretoria, South Africa","a t h L E T i c 🪬25ovoFlash@gmail.com 📧 y o u d o n t k n o w m e y e t. 🔬 https://t.co/OEF4zcJ4aj","1",128,"en",1
"1337",2662,1572259463729676288,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","meow
pronouns: cock penis/nussklöten","1",4364,"en",1
"1338",2666,1572259420804943872,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","Just a kaiju guy","1",4364,"en",1
"1339",2668,1572259418317668352,"RT @JOCZECHOWSKA: @David_J_Bond Stop this hate campaign - bullying ruins lives. Report and block.","Internacional","back to Twitter. Adult female = woman. Spanish & English, mum of 2, rage on Injustice, care for animals welfare. Anti Woke, prefer to stay away from the Left","1",3,"en",1
"1340",2669,1572259405001019392,"RT @Seunggimylove: We finally got Eunkang's story today 

He lost his sister bcuz of bullying &amp; he locked the bullies &amp; srt that place on f…","Fictional worlds and universes","GARLIC | May we all find our own perfect balance between rationality and emotions ❤️ May we find our inner peace while loving what we cherish ❤️","1",25,"en",1
"1341",2671,1572259389691817984,"RT @bywillpollock: @MuellerSheWrote @GOP @DeptVetAffairs @votevets @TheJusticeDept irony, killed again: 1776 Restoration's FB group rules a…","","Cool","1",20,"en",1
"1342",2675,1572259362588053504,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Porthleven, Cornwall","https://t.co/919f23bNzD mature out gay guy living in Cornwall U.K. Separated and undergoing divorce . Supporting Ukraine against Putins aggression.","1",1645,"en",1
"1343",2678,1572259352505102336,"RT @nixiangs: i think people tend to forget how nasty knetz were to ni-ki even before debut because of the fact that he's japanese. on top…","ia bec of school","once a hoonist always a hoonist ♡ | this man would never let you swerve.","1",268,"en",1
"1344",2680,1572259334049914880,"RT @mcarmystrong: @TulsiGabbard I supported the Ukrainian people after the Russian invasion. But the moment Ukraine put Tulsi Gabbard on th…","Greensboro, NC","Director of the IRDI. Author of #TheMysteriesOfHaditha & #AmericanDelphi. Winner of a Pushcart Prize. Band: Viva la Muerte. Dog: Yorick. @esquire @potomacbooks","1",18,"en",1
"1345",2681,1572259328391774208,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","Somewhere","I’m stuck with a crippling boba addiction","1",4364,"en",1
"1346",2682,1572259318505918464,"RT @calista_reece: @Theo_TJ_Jordan Emotional bullying and personal attacks are the only tools many have. These are schoolyard tactics that…","","Some people seek the truth; others find comfort within the lies. 
dude/dad
""Theo comes in hot, but he's good people."" -@jstevewhite
https://t.co/MeGdvuQOxv","1",3,"en",1
"1347",2686,1572259309899358208,"RT @reaschwarz: i’m content with my weight as well as my short neck. i don’t have to go around the internet bullying other women on how the…","Holy Rosary❤️","Heavenly Father You Are Holy And Worthy To Be Praised🙏🏿 | Catholic | South Africa🇿🇦 |","1",128,"en",1
"1348",2687,1572259304564228096,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","UK","Wife Mother Nanna and then there is .................me !  We are not all so different on this Earth .Governments may not get along .......but we can and do !","1",1645,"en",1
"1349",2688,1572259298717364224,"RT @CurlyClareToo: @graceblakeley Standing up for someone against racism and bullying should not be means-tested. Being a princess, celebri…","","Passionate socialist & not afraid to say it #SaveOurNHS #WeAreCorbyn #Justice4Grenfell #CorbynProject #BlackLivesMatter #FreePalestine #EnoughIsEnough","1",38,"en",1
"1350",2690,1572259279830237184,"RT @AskNationwide: Psst, pass it on teachers. Register your school today for The Big Anti-Bullying Assembly on 3 October. #AntiBullyingAsse…","Runcorn, England","Passionate science teacher; AST MSc NPQH ex HOD & HOY. Mum of 2 boys, with a hardworking husband & a thriving allotment. Trying to restore a balance","1",216,"en",1
"1351",2691,1572259279796834304,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","Glasgow, Scotland","loves celtic loves Scotland 
what's Scottish independence 
free Palestine  🇵🇸","1",1008,"en",1
"1352",2692,1572259259873898496,"RT @whotheadhd: First official survey!

This survey asks about your experience with bullying and it is 100% anonymous. Please read the desc…","My home tree in the Midwest","Follow to see a bunch of top-notch retweets, occasionally my dumb thoughts, lots of horror and 🔞, minors DNI! She/her A lot of 18+ RTs","1",11,"en",1
"1353",2695,1572259231193268224,"RT @gayleLackey11: Hear James for yourself he is sick of the Vile UK media The funeral of the Queen has opened up the door that they will n…","South Africa","","1",1044,"en",1
"1354",2696,1572259216215220224,"RT @ChildOfCelene: If they carried your face and made fun of it in front of the whole world you'd be crying about ""bullying"" and ""mental he…","Lagos, Nigeria","I don’t like stress. IG: wande__o. Checkout my playlist on Apple Music https://t.co/VSP2rMIRFN","1",311,"en",1
"1355",2706,1572259112032903168,"RT @MademoiselleSLH: ⚠️ Accounts to report on IG.

Report each post for violence, click violent threat. Report whole account for bullying a…","Nyongtory land","BigBang OT5 stan & GiRi stan • February 2023 come faster biatch •","1",81,"en",1
"1356",2707,1572259097994731520,"RT @IsaMbandi: I never saw someone I admire hating Meghan, on the contrary, only people I despise hate her. Let’s not forget that Dan Woott…","","A Brazen Hussy","1",263,"en",1
"1357",2708,1572259096220389376,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","get up cocksuckas it’s all over","1",4364,"en",1
"1358",2711,1572259079975833600,"RT @justsomeone202: block me but I'm not gonna stop defending my religion. I've had enough of people bullying me and making me feel like a…","Florence ","","1",4,"en",1
"1359",2714,1572259056324067328,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","Doing the good Lord's work.","1",4364,"en",1
"1360",2718,1572259003820023808,"RT @AbhinandanSekhr: Wanna see just how low tv news presenters can go? Communally bullying little kids.!! Even I was aghast watching this &amp;…","Lucknow, India","आम भारतीय, स्व नियोजित, धर्म केवल अपने लिये।”इन्सानियत” एक-दूसरे के लिये।”सारे जहाँ से अच्छा हिन्दोस्ताँ हमारा”। सहमत हों तो “पिन ट्वीट को रीट्वीट” करें।","1",255,"en",1
"1361",2719,1572258997377568768,"RT @NomaguguSamke: We were good friends with Bheki
But because Twitter people are bullying him cz he is my friend, I’m distancing myself 💔…","Manchester united ",".","1",44,"en",1
"1362",2720,1572258995993481216,"RT @AskNationwide: Psst, pass it on teachers. Register your school today for The Big Anti-Bullying Assembly on 3 October. #AntiBullyingAsse…","","Mother, Primary School Teacher 🇪🇺🇮🇪❤️    Queen Elizabeth II 1926 - 2022                          
Rest in peace your Majesty. 💔🙏🕊","1",216,"en",1
"1363",2722,1572258972819767296,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","Langford, Bedfordshire","Environmental/Public Health Officer by training and inclination. Ex-L.Govt former Housing and Environment Lead Commissioner. Life long socialist","1",1645,"en",1
"1364",2723,1572258966998224896,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","","1",4364,"en",1
"1365",2724,1572258966813528064,"RT @reaschwarz: i’m content with my weight as well as my short neck. i don’t have to go around the internet bullying other women on how the…","South Africa, Polokwane","South African |🍼Keabetswe's Mom🙋 | Liver Transplant survivor ❤| Energyfm listener 📻| Food lover 🍜 | Fluffy Carpets and cushion available","1",128,"en",1
"1366",2725,1572258965140148224,"RT @Beno_ldn: I swear Piers Morgan and Dan Wootton are obsessed with bullying Meghan Markle, they won’t stop till she’s dead.","Zurich, Switzerland","You do realise I’m mostly being silly.","1",1008,"en",1
"1367",2726,1572258962933702656,"RT @MademoiselleSLH: ⚠️ Accounts to report on IG.

Report each post for violence, click violent threat. Report whole account for bullying a…","","All Asian Dramas and #BIGBANG #2PM #EXO : Respects all artists but not toxic fans. Let’s create a positive K-Pop community together! #tttop #taec #lay #sehun","1",81,"en",1
"1368",2728,1572258924631584768,"RT @Paul__Dawkins: It's disappointing that it took the general public this long to realize Dan Wooton is doing the same thing to Meghan Mar…","belfast northern ireland","dad of 3 beautiful girls married to karen,","1",1645,"en",1
"1369",2731,1572258886564089856,"RT @ChildOfCelene: If they carried your face and made fun of it in front of the whole world you'd be crying about ""bullying"" and ""mental he…","Nigeria.","I’ll do what kings do.❤️ BigWiz 4L.  You’ve got any question about endometriosis? ask me.","1",311,"en",1
"1370",2733,1572258880603803648,"RT @RemyCRH: I’m against bullying. I support Meghan Markle. 🤍","Home","Mother of 2, child of God, love & living life and Reading.","1",232,"en",1
"1371",2734,1572258877282095104,"RT @AbhinandanSekhr: Wanna see just how low tv news presenters can go? Communally bullying little kids.!! Even I was aghast watching this &amp;…","Gurgaon, India","Just some guy. All views, posts and opinions shared are my own.","1",255,"en",1
"1372",2738,1572258838753026048,"RT @tika_bean: Monte has talked about Taylor, talked about her mom, and justified her bullying and still has the audacity to lay next to he…","Alexandria Safe-Zone","𝕞𝕦𝕝𝕥𝕚 𝕗𝕒𝕟𝕕𝕠𝕞 𝕞𝕖𝕤𝕤","1",56,"en",1
"1373",2739,1572258830553071616,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","I like anime and fighting games.","1",4364,"en",1
"1374",2743,1572258813465579520,"RT @XaDodge: With the release of Nova Scotia's Intimate Image and Cyber-Protection Act review, a reminder that my review of the CyberScan u…","Usually in my head","Researcher & Project Manager @ eQuality Project » Studies Tech Violence & Abuse » 🌿 Feminist » she/her » RTs ≠ endorsements (duh)","1",7,"en",1
"1375",2745,1572258804766765056,"RT @muffynbunarts: juri butt bullying https://t.co/SafNxSqRSW","","An Alternative NSFW twitter for @SlyTen674 || Professional Monster Fucker || he/him || Disaster Bi || pfp @MelynnRose","1",4364,"en",1
