,label,text,hashtag,id,follower_count,friends_count,country,retweet_count,favorite_count
1148,sexism,Sassy...? More like femme bots than killer blondes... #mkr,mkr,2521781652,29,88,,0,3
1149,none,I'm very excited to be back on @FLOSSWeekly next month. I suspect this is going to be where I'm able to announce a new project by OAPI.,,13857342,19172,797,,2,6
1150,none,Could slip into town and grab a carton while these bloody #mkr adds are on,mkr,366531168,517,519,,0,1
1151,none,"If a monk has touch of karma up on someone else and I keep attacking, why don't I get the killing blow credit when my teammate dies? ;D",,13857342,19170,797,United States,0,0
1152,none,Tonight's #mkr result proves that smug arseholes can prosper #mkr2015,mkr,187903389,92,390,,2,4
1153,sexism,"@iamyaokhari Men HATE getting the last word. That's why they follow you around expectantly after an argument, hoping you'll say something.",,930620467,19820,258,,0,1
1154,sexism,@ratman720 @TrainInVainn ...and this is why I knew not to bother with this Drip.  I can just smell them now.,,2756873076,1796,1857,,0,0
1155,none,Hope the suprise isn't eliminated contestants get to cook off for a chance to return! #MKR,MKR,2590355652,210,84,,0,1
1156,none,I hope in the next round Kat and Andre catch on fire!!!! #MKR #kat&amp;andre,MKR,576228558,395,751,,0,4
1157,none,RT @conversetroye: My mamma once told me that having your hat on at a table is rude #MKR,MKR,38398282,25,26,,1,0
1158,sexism,"Ugh, I can't. @Stevobrooo Nothing quite as degrading as a man using a feather duster. #GenderRoleShock #NotSexist #JustManly",GenderRoleShock,930620467,19819,258,,0,0
1159,none,@ItsJustYousef #FalseEquivalence,FalseEquivalence,930620467,19819,258,,0,0
1160,none,"Can Kat and Andre(a) just fuck off, they're shit people and even worse ""cooks"" #mkr",mkr,37884446,1551,1058,,0,1
1161,none,"OMG can't wait to see Kat and Andre royally stuff it up in the challenges, my fingers are already starting to twitch #mkr",mkr,2829213614,7,38,,0,0
1162,none,Pretty sure Vicky and Celine drop out of the comp entirely #MKR,MKR,17263897,243,328,,0,0
1163,sexism,@Mora_Fornelli An enemy of @clementine_ford is good enough for me...F/F,,2756873076,1796,1858,,0,0
1164,none,RT @evilgaywitch: @sarahjeong Screenshot in case he deletes! http://t.co/XIu7dJ0mcf,,13857342,19170,797,,31,0
1165,none,"/cast Spectral Guys

Party time",,13857342,19172,797,United States,1,5
1166,none,"RT @EvvyKube: @freebsdgirl One thing that bothers me about it is the fact that despite hundreds of women writing on the subject, a man beco…",,13857342,19172,797,,8,0
1167,none,"@GemmaNoon it's what i'm *trying* to do, at least targeting specific groups/causes. it's tricky. have to look more at statistics than words.",,13857342,19172,797,,0,0
1168,none,RT @AngryBlackLady: States should not let unvaccinated crumb-snatchers into schools. And the best part? It's legal if they don't. http://t.…,,13857342,19170,797,,17,0
1169,none,"great ball handling skills Will. Lloyd from #mkr could show you how its done
#GoggleboxAU",mkr,482583016,59,39,,0,2
1170,sexism,@Jord_Is_Dead @PurpleKissCo Do you know that it's a minority? At all? You missed the point of the entire #YesAllWomen tag.,YesAllWomen,930620467,19819,258,,0,1
1171,sexism,Ever hear of books? @MakVarcoe Only one thing to do while im sick and thats watch women's hockey #notsexist #KillMe,notsexist,930620467,19820,258,,0,0
1172,none,I really love it when a celebrity tweets or messages me. Makes my day. Got a shoutout from Helena from last years #MKR on Insta today,MKR,65300245,171,321,,0,0
1173,none,@seanbonner i'm trying to have a conversation. why do you think it's a fight?,,13857342,19170,797,United States,0,0
1174,none,#mkr I'm out people. Going to @Mr_Fanta_Pants to drown my sorrows in roofied Fanta! Night!,mkr,714051386,1293,952,,0,4
1175,none,"@ChrisWarcraft on a side note - holy shit, i didn't know you had that many followers.",,13857342,19170,797,,1,7
1176,none,LRT has been stuck in my head since that Bauer piece has been floating around. Would definitely like that convo to be louder.,,930620467,19819,258,,0,0
1177,none,Not so spatchcocky now #MKR,MKR,2300851680,3,9,,0,0
1178,sexism,RT @perydwyn: @MT8_9 @FactsVsOpinion @VettedVixen Saying that anti feminist is being anti women is like saying being anti KKK is being anti…,,2756873076,1796,1857,,2,0
1179,sexism,"Only 2 oppressions. @Prattsays I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining.",,930620467,19819,258,,0,1
1180,none,@__VictorLopez__ 200 lines of tequila driven perl. Good times.,,13857342,19172,797,United States,0,0
1181,sexism,RT @MilesMTV: This bitch. #NoSexist is walking around with a stroller and a dog in it. You're dog 1. Has legs 2. Doesn't need to be in Star…,NoSexist,930620467,19819,258,,1,0
1182,none,@djtyrant yup! :)  just got it.,,13857342,19170,797,United States,0,0
1183,none,"@KaylinEvergreen so am i, tbh. it took a few tries to make it balance.",,13857342,19172,797,United States,0,1
1184,none,RT @TVWEEKmag: #katandandre might have to eat her words after receiving some not so great feedback on their ham and gruyere dish. #MKR #tvw…,katandandre,17959710,208,155,,2,0
1185,none,does have some drawbacks. but a 2nd toggle saying 'show me accts older than N days' is easy. metadata already exists. client/policy update.,,13857342,19172,797,,0,4
1186,none,@captain_panties blackmilk.,,13857342,19170,797,United States,0,0
1187,none,@beardyblue @emily_esque &amp; possibly being able to provide referrals for people that want someone to help them navigate reporting to PD,,13857342,19170,797,,0,2
1188,none,".@hownowgobbycow this. THIS. A MILLION TIMES THIS. This is why I never know how to fill out dating sites. 

Sexual preference: awesome.",,13857342,19170,797,,1,13
1189,none,Looks like Kat got the cream after all #mkr @mykitchenrules,mkr,2313204931,4038,1626,,0,0
1190,none,RT @AleksDevic: My dad and baba would be horrified if chevapi were served like that. That's not how you do chevapi! #mkr,mkr,133926093,182,199,,1,0
1191,none,@Nikora79 I wish I could just be sad. Instead I'm constantly spitting up rage bile.,,930620467,19819,258,,0,0
1192,none,@FrozenWes i hate numpads.,,13857342,19170,797,United States,0,0
1193,sexism,RT @PensInitiative: Retweet if you hate Ovechkin. Fav if you hate Ovechkin. Hate Ovechkin.,,2756873076,1796,1858,,114,0
1194,none,Annie and Lloyd's dish is a bit of a balls up... A lamb balls up #mkr @mykitchenrules,mkr,2313204931,4038,1626,,0,0
1195,none,"Oh no! No churner,  good luck to the girls,  they are gonna need it #MKR",MKR,3035977591,4,81,,0,0
1196,none,@filcab BECAUSE OF THE PRICE WHICH IS NOT A LEGITIMATE REASON,,13857342,19172,797,,0,1
1197,none,Had to put off press photog until today. Now I'm back to frantically cleaning &amp; cursing myself for not having time for a haircut.,,13857342,19172,797,,0,5
1198,none,@JenLawliet Why...your behavior tells them for me...?,,2756873076,1796,1857,,0,0
1199,sexism,".@SassNPearls They have no sense of irony or awareness. Or shame. Or decency. Or...well, I could do this all day...",,2756873076,1796,1858,,0,0
1200,none,"Actually the ""locomotive cab cleaner"" was Douglass, not intended for cars @Rildom1 @urmindblown http://t.co/VyPnBF5jGh",,930620467,19820,258,,0,0
1201,none,Deconstructed is a synonym for smears of mess on a plate. #MKR,MKR,94730091,46,145,,0,0
1202,none,"@Trigger_Check according to Google, he makes a habit out of being fired.",,13857342,19170,797,United States,0,1
1203,sexism,RT @Vickisecret__: These NSW promo girls think way too highly of themselves.. They're not even attractive 😳 #MKR #MKR2015,MKR,954504506,143,369,,1,0
1204,none,@StephenAtWar hah! We have to secure funding first.,,13857342,19170,797,United States,0,1
1205,none,Seriously can't believe Kat &amp; Andre are still in the competition 😤 #mkr,mkr,949291260,32,158,,0,0
1206,none,Abstract? It's kindergarten finger painting. #MKR,MKR,162266849,474,502,,0,1
1207,none,"Auto-dimming display is nice. Not sure about battery life. Feels a tiny bit more responsive, but not sure if just wishing it was faster.",,13857342,19170,797,,0,0
1208,none,"RT @BadHg21: Cleveland, Illinois, Atlanta, Washington DC = grow the fuck up &amp; change the mascots. #notyourmascot",notyourmascot,930620467,19819,258,,9,0
1209,none,"@PeerWorker @DerAmazingLarry @Quinnae_Moon @feministing however, I'm going to block you now. Because what you're doing is abusive and not OK",,13857342,19170,797,United States,0,1
1210,none,Come on Sheri and Em you can't go to sudden death love you xx good luck #mkr #mkr2015,mkr,2930199847,3,20,,0,2
1211,none,STFU drasko #MKR,MKR,347048522,2650,2497,,0,2
1212,sexism,*cackle* @ifeeldope I am not sexist but feminists are the pinnacle of the double standard.,,930620467,19819,258,,0,0
1213,sexism,RT @KingAreed: Call me sexist or whatever but if ur my gf/woman/wife keeping the house(exception our room) laundry &amp; folding clothes is a M…,,930620467,19820,258,,1,0
1214,none,@sschinke @TsundereRager previous versions of ebooks_example (code using twitter_ebooks) wouldn't reply to *_ebooks accounts.,,13857342,19172,797,,0,0
1215,none,@tmclaughbos i think i had him muted because he was misconfigured to randomly tweet at me. :P,,13857342,19170,797,,0,0
1216,none,"Hey, blizzard folks! I'm (obviously) not looking to be headhunted, but I'll be dropping by your party tonight. See you there! ;)",,13857342,19170,797,United States,0,13
1217,none,RT @CarlyandTresne: Bring us some pancakes at anytime of the day! #love #mkr,love,25794806,329,904,,6,0
1218,none,RT @ThatSusanBurke: Because when young women look at colleges to attended the rape statistics are more important than it's QS rankings. #ye…,,930620467,19820,258,,247,0
1219,sexism,.@DoWeWantTo #'s like this...I just spin the gallery on my tablet like the Price is Right wheel and use whatever meme or story I land on...,,2756873076,1796,1858,,0,1
1220,none,@wetsprocket dad?,,13857342,19172,797,,0,1
1221,none,"Not a big #MKR fan, but foul play from Kat and Andre! Wow that's poor form",MKR,2450721206,18,136,,0,0
1222,sexism,RT @sparks_her: @sammuraishawty Cause you are just as wrong as them but want rights at the end of the day i'm no sexist but i'm not for fem…,,930620467,19819,258,,1,0
1223,none,"@FrankAlvarez eggs and other things, which will unfortunately be the only part likely not open sourced.",,13857342,19170,797,United States,0,0
1224,none,On that Supernova facebook thread. Hoooooooly shit.,,13857342,19172,797,United States,2,3
1225,sexism,RT @Dezzantibus: @MT8_9 @Brittany_Blade @JudgyBitch1 I think I'll leave this here. http://t.co/gE5ZdEE07F,,2756873076,1796,1857,,1,0
1226,sexism,RT @TwoThug4U: if you look at @YesYoureRacist you see tweets of pure hatred. If you look at @YesYoureSexist you see a few light stupidity a…,,930620467,19820,258,,1,0
1227,none,Announcement - Site Maintenance: https://t.co/TpYN6C02yq,,13857342,19170,797,,0,0
1228,sexism,RT @FeministFailure: #QuestionsForMen Are you aware that feminism is teaching women that men cannot experience sexism or discrimination? ht…,QuestionsForMen,2756873076,1796,1857,,30,0
1229,sexism,@shaner38 I said it for months.  Didn't know how good McKinnon was...,,2756873076,1796,1857,,0,0
1230,none,RT @GidgitVonLaRue: #MKR You eat lamb meatballs for breakfast?? I thought you two ate fairy dust cupcakes with rainbow unicorn muffins?,MKR,973811635,209,163,,6,0
1231,none,If #mkr had any integrity they would disqualify Kat and Andre for strategic scoring #MKR,mkr,26142201,398,778,,0,2
1232,none,Wow #MKR I was so excited to finally get out of instant restaurant rounds and there's another one AGAIN?? So boring! Big stuff up,MKR,2159727793,35,353,,0,0
1233,none,Just in case anyone is down for some meatballs… http://t.co/2nFAlurR8s,,13857342,19170,797,,0,0
1234,none,I dislike weather above 65F.,,13857342,19172,797,,1,15
1235,none,#MKR Fuck you Colin! That was total shite!,MKR,714051386,1293,952,,0,1
1236,sexism,"RT @YvonneNiShiocru Call me sexist, I dont like most female comedians but Katherine Ryan from Canada is feicin hillarious.",,930620467,19820,258,,0,1
1237,none,"This is classist as fuck. Living a life free of harassment shouldn't come at a premium. COME ON, PEOPLE. WHAT IS WRONG WITH YOU??",,13857342,19170,797,United States,11,30
1238,sexism,"WE GOT A COMEDIAN OVER HERE @phildgreen007 @itvnews Not sexist, But it's a man hole.",,930620467,19820,258,,0,1
1239,none,"@BrownBagPantry @LaurieJWillberg however, their accounts were mass-reported. Just asking you to not encourage this.",,13857342,19172,797,,0,0
1240,none,"@justimagine29 LOL this --&gt;  ""@TVWEEKmag: You walk by putting one foot in front of the other? Really? Amazing advice! #mkr""",mkr,80471345,425,392,,0,1
1241,none,@dilettante thanks ;) more fun stuff coming soon.,,13857342,19172,797,United States,0,0
1242,none,@TheDaveCA http://t.co/4I4S1dYgGG,,13857342,19172,797,United States,0,0
1243,none,@Andrew_Cybulska weird. guessing that she'll be back. i don't really understand why people delete their accts vs just closing twitter app.,,13857342,19172,797,United States,0,0
1244,none,RT @Mattlegend27: @YesYoureSexist did you not watch? She was half his size and there was 80k on the line.  Don't start with physical equali…,,930620467,19819,258,,1,0
1245,none,@beardyblue I sort of grew up in it. :) http://t.co/SUrQwclIoU,,13857342,19170,797,,0,1
1246,sexism,I have some news for you. @BDJ_Mauri I'm not sexist but sexist jokes are the funniest jokes out there... in my opinion,,930620467,19819,258,,1,2
1247,none,Nerd followers: I'm monitoring hashtag/mentions and sending a statsd incr call for each one.,,13857342,19170,797,United States,1,18
1248,none,@Spectrumpigg  Thanks.,,2756873076,1796,1858,,0,0
1249,none,"@dylanw also, from a fellow SJ to another, ""butthurt"" is generally frowned upon as a descriptor.",,13857342,19172,797,,0,1
1250,none,fellow sockphiles: http://t.co/gVSIbpITFL,,13857342,19170,797,United States,1,2
1251,none,Oops typo I meant ONE big bowl of shit #mkr,mkr,2829213614,7,38,,0,0
1252,none,#mkr where's the bloody marys?!,mkr,441748905,3,0,,0,0
1253,none,#mkr is closed! Our first sudden death cook off will happen on Monday night! And there will be chaos and a horror dish!,mkr,71952630,220,148,,0,0
1254,none,"@ashleylynch they don't know what we're doing, and they have no power outside of being a distraction.",,13857342,19170,797,,0,0
1255,none,@Spacekatgal twitter allows 13 yr olds. 13 yr olds don't generally have bank accts. *lots* of people don't have bank accts/work in cash.,,13857342,19170,797,United States,1,3
1256,sexism,You'll be laughing last #skankKat #mkr,skankKat,3063966541,2,7,,0,0
1257,none,RT @Kiri13: Catching up on last nights #MKR and yes Kat &amp; Andre are super annoying! 😡😤,MKR,394281177,23,181,,2,0
1258,none,"CA works to define their new government.

""A meritocracy!""
""Yes, of course! How perfect!""

A lone voice in the back: ""Not actually a thing.""",,13857342,19170,797,United States,2,19
1259,none,@RaikonL @finaleve @mja333 WHY DO YOU HATE FREEDOM,,13857342,19170,797,,0,0
1260,none,@caulkthewagon a disaster i didn't know about. ooookay.,,13857342,19170,797,United States,0,0
1261,sexism,"For 1, men r REALLY good at spouting sexism @daibhidc Second guy: I'm not sexist, but I do think men and women are good at different things.",,930620467,19819,258,,0,0
1262,sexism,".@SirScatters @LostSailorNY Not being gay is not homophobia.  Some do try to conflate them, somehow...",,2756873076,1796,1858,,0,2
1263,none,"I was hoping someone would say ""let's get Kat out, we'll score a 10"" #mkr",mkr,586166580,109,98,,0,1
1264,none,@Transition @GlennF @Spacekatgal that's the one.,,13857342,19170,797,,0,0
1265,sexism,LMFAO @BrandonHonaker1 LMFAO who cares about the women UFC title match not sexist but seriously no one cares lol.,,930620467,19820,258,,2,2
1266,none,@HarimeNui12 EVERYWOMAN! WITH THE POWER TO EARN LESS THAN A MAN FOR DOING THE SAME JOB AND NO CONTROL OVER HER REPRODUCTIVE ORGANS!,,930620467,19820,258,,0,0
1267,none,Go Colin!! He's actually showing a sense of humour. All you need is some personal grooming and I might like you #MKR,MKR,376679416,558,1785,,0,1
1268,none,@jeremiahfelt those are waaaaay more spendy. this is the drive i have. just considering using built-in or if i should go software.,,13857342,19172,797,United States,0,1
1269,none,Should've gone for the sliced pony after all Annie. #mkr http://t.co/oshViwaBUU,mkr,162266849,474,502,,0,1
1270,none,@krisaubuchon it looks like it's white with shitty color balance.,,13857342,19172,797,United States,0,0
1271,none,@juliaferraioli http://t.co/dISjSqYRnc,,13857342,19170,797,,0,0
1272,none,Catching up on my #MKR viewing.  Kat and Andre are disgraceful.  Wish they'd gone.,MKR,340201168,23,105,,0,0
1273,none,"I'm not a misandrist but men are all ""hey I can do anything you can!"" but they're always whining for help raising children and cooking",,930620467,19820,258,,1,6
1274,none,@hypatiadotca @tarah I agree 100% with this statement.,,13857342,19172,797,,0,2
1275,none,naga don't go,,13857342,19172,797,United States,2,2
1276,sexism,why is their whole menu dick related?!?!?! #MKR,MKR,2587278392,480,0,,0,0
1277,none,"@StrychnineNoVA http://t.co/m8eHND6DYX, http://t.co/qwuXrgxfcC, http://t.co/JgQvMaIMFc",,930620467,19819,258,,0,0
1278,none,Annie reminds me of Annabelle #MKR http://t.co/3Dprk4hBba,MKR,99233470,1223,2882,,1,7
1279,none,#mkr #tasteofsydney I met Colin! http://t.co/To8eeahMRk,mkr,26475621,367,308,,0,1
1280,none,"@TURBOCUNT OH. MAYBE YOU WOULD KNOW. Hey, have you heard of anyone doing magnetic implants in fingertips in bay area?",,13857342,19172,797,,0,0
1281,sexism,"#cuntandandre #cuntandandre #cuntandandre, here we go again,  you strategic arseholes! #mkr",cuntandandre,2322065402,285,285,Australia,2,5
1282,sexism,RT @kristc67 When a girl looks more buff than me... #gymtime #eeew #notcute #notsexist #justscared,gymtime,930620467,19819,258,,0,0
1283,none,@jneen_ HOW IS THIS A THING,,13857342,19170,797,,0,2
1284,sexism,RT @DOCTOR___J I swear I'm not sexist but get these ladies outta here when it comes to football,,930620467,19820,258,,0,0
1285,none,Say sass one more time #mkr,mkr,221253313,112,629,,1,1
1286,sexism,RT @rkp12588: @YesYoureSexist @DaveGreene11 Just wanted to point out overseas labour isn't solely women in sweatshops... http://t.co/8EvgBu…,,930620467,19820,258,,1,0
1287,none,http://t.co/bN7be6njVT,,13857342,19172,797,,3,47
1288,none,#mkr Kat &amp; Andre are the real losers,mkr,21708468,82,198,,0,0
1289,none,Nup. Not happy. #MKR,MKR,549246199,161,262,,0,0
1290,none,"@milfgaardian N'rage pink after ~1 week, turquoise is a mix of special fx. Nrage pink holds very well. http://t.co/MqX0jZSIlP",,13857342,19170,797,United States,0,3
1291,none,"I just....can't.....do .....it. (post a lame, inane tweet to see it on TV) #MKR",MKR,162266849,474,502,,0,0
1292,none,Why are men so afraid of housework? Is it because a mop looks like a giant penis?,,930620467,19820,258,,1,3
1293,none,Come on toowoomba girls #MKR,MKR,38486565,145,79,,0,0
1294,sexism,RT @AlMartin2000: @Jackbarnesmra @AVoiceForMen @girlwriteswhat @JustLaurenB @BlackBeard20096 @MT8_9  Da womenz.. dey be sooo oppwessed! htt…,,2756873076,1796,1857,,5,0
1295,none,That Queensland cunt in the hat reminds me of Brian Blessed if he was the most boring man on planet earth #mkr,mkr,105459936,1580,1907,,0,0
1296,none,@FemmesinFridges yup. I have a major problem with DC and their treatment of women.,,13857342,19170,797,United States,0,1
1297,sexism,I hope to god Kat cant sleep at night #MKR,MKR,397050209,16,20,,0,0
1298,none,@TheTokenNegro In case anyone was confused by the difference between sexism and cissexism.,,930620467,19820,258,,0,2
1299,none,"@sschinke @1lb_cake @DiscordianKitty @Grummz Sam, I appreciate you trying to correct people, but please drop my mention :)",,13857342,19170,797,,0,0
1300,sexism,"@BristolBen @aamattyhealy FTR...I'm an ERA, not MRA.  Term MRA is flawed for same reason as feminism...gender specificity.",,2756873076,1796,1858,,0,0
1301,sexism,.@CriticalKaiju There is literally nothing more creatively pathetic than taking an existing film and just making a black or female version.,,2756873076,1796,1858,,0,1
1302,none,"@BrownBagPantry Fortunately, we've got controls on Twitter like block and mute, which keep us from seeing *most* things we don't like.",,13857342,19172,797,,0,0
1303,sexism,RT @Seahawk17: Happy #WomensDay2014 ladies! Good luck with all those sandwiches! #NotSexist,WomensDay2014,930620467,19820,258,,0,0
1304,sexism,"RT @S_R_Fernando: @UnfinishedToday Ah, you're a #feminist? Seeing #sexism everywhere then, do check my tweets before you call me #sexist Yo…",,930620467,19819,258,,1,0
1305,none,It's clear who the thinkers are #mkr,mkr,1907609012,209,504,,0,1
1306,none,@devslashzero @chilblane YES,,13857342,19170,797,United States,0,1
1307,none,Maybe there will be yet another secret round where Colin cooks off against Pete &amp; Manu &amp; the winner is declared the bigger dickhead #MKR,MKR,359236505,3413,2205,,3,12
1308,none,@onebrightlight https://t.co/b5HFOAtfbk,,13857342,19170,797,United States,0,0
1309,none,"@zeynep @twitter @delbius omg, is that what happened? i keep hitting the wrong button.",,13857342,19170,797,,0,1
1310,none,"No, I'm not telling anyone what their score is. Then it'll just turn into a contest for GamerGate to try to 'win'.",,13857342,19170,797,United States,0,9
1311,none,"@thaumatropia too late, i'm literally blue. no taksies backsies.",,13857342,19172,797,,0,1
1312,none,"@Deanowen118 @PhilDoran21 What charming ""lads."" I can't imagine why women WOULDN'T want to impress YOU!",,930620467,19820,258,,2,2
1313,none,Christ those #pancakes look AMAZEBALLS #mkr,pancakes,17021576,483,983,,1,2
1314,none,"Congratulations Kat, you are now up there with the most hated people in Australia tonight. Pure bitch #MKR",MKR,1228124581,124,445,,0,0
1315,none,Entering GDC expo hall. Look for the neon pink backpack :),,13857342,19172,797,United States,0,8
1316,none,"RT @tassiedad:I'm sure the pot that it was cooked in was hot! #MKR #killerblondes
 RT:@.vid.http://t.co/aBArMeZh86",MKR,970042028,541,110,,0,0
1317,none,I am an asshole.,,13857342,19170,797,United States,3,22
1318,none,RT @eevee: @Manami_Fox @freebsdgirl @femfreq only sluts have skin and hair.  proper ladies are literal skeletons,,13857342,19170,797,,3,0
1319,sexism,@LBigmann Best meme ever.  Yours?  Or where did you find it?,,2756873076,1796,1857,,0,0
1320,none,@Visnes ... i thought the same thing.,,13857342,19172,797,,0,1
1321,none,"@ChrisWarcraft reported!
Reported for reporting!!
Reported for reporting my report!!!",,13857342,19172,797,United States,1,11
1322,none,@P_Filippelli Whereas we women but sully the atmosphere with unfounded opinions,,930620467,19819,258,,0,0
1323,none,"@beardyblue @emily_esque these would likely fall under the lines of pro-bono work, at least until my NPO is up to help fund.",,13857342,19170,797,United States,0,2
1324,sexism,RT @PatSherlock89: The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr,mkr,147040855,976,2418,,1,0
1325,none,An excellent read: http://t.co/rG5ocEC4Rm,,930620467,19820,258,,0,1
1326,none,"It's like Frozen, if snow was IPv6 evangelism.",,13857342,19172,797,United States,2,15
1327,none,"Oh, I see. It's @jennofhardwire sending her little harassment squad after me. Like we can't see right through her innocent act.",,13857342,19170,797,,0,12
1328,sexism,#MKR2015 #MKR I don't think these girls can cook. Also pls stop the duck face,MKR2015,3004682262,20,71,,0,1
1329,none,I have eaten army food from tins that looked better than that. And less like a dick. #mkr,mkr,138373439,1204,1243,,1,0
1330,none,Someone outside just asked me if I'm the woman that wrote @TheBlockBot :| // cc @oolon,,13857342,19170,797,United States,0,2
1331,none,Watched one more time to see if Kat and Andre had managed to stop being awful people. No. Not even after Manu warned them. Bye bye #mkr,mkr,138373439,1204,1243,,0,2
1332,sexism,I kind of think you're sexist. @kawaiichristi I kind of think women shouldn't be cops or be in the infantry. #notsexist,notsexist,930620467,19819,258,,0,2
1333,none,Not even the roaches &amp; rodents would eat Kat &amp; Andre's food ! #RSPCA #crueltytoanimals #mkr,RSPCA,2949949244,68,157,,0,2
1334,none,Those eggs were nowhere near ready. #mkr #hungrycampers,mkr,772477398,456,1804,,0,0
1335,none,@MarcMThompson not once we get it shut down ^.^,,13857342,19170,797,,0,2
1336,none,@jurijuri omg i didn't realize,,13857342,19172,797,,0,0
1337,none,@TheQuinnspiracy OMG THE ROBOT LEGGINGS WOULD BE PERFECT,,13857342,19172,797,,0,1
1338,none,"@fairbairn77 When you see 10 male comedians in a row you don't find funny, do you attribute their shittiness to their gender?",,930620467,19820,258,,0,1
1339,sexism,Im really disappointed that none of the campers threw their full shit buckets over #CuntAndAndre #KatAndAndre #MKR #ShitBags #CantCook,CuntAndAndre,2281953018,149,694,,0,5
1340,sexism,Kat is completely class less. #mkr,mkr,16947907,510,843,,0,0
1341,none,They lost me at 'pink mason jars'. They've gotta go. #MKR,MKR,21855539,829,270,,0,0
1342,none,Really can't believe I'm still watching this shit!! #mkr,mkr,43656765,34,31,,0,0
1343,none,"She's buddying up with wadhwa, because he endorsed her book. She's friends with weev, who targeted *so many* women in tech.",,13857342,19170,797,United States,4,8
1344,none,I am listening to this right now and it is glorious.,,13857342,19172,797,,2,8
1345,none,"RT @iglvzx: .@freebsdgirl @femfreq 1st 100 videos when I searched ""Anita Sarkeesian"":
* 93 angry rants attacking/""exposing"" Anita.
* 7 FemF…",,13857342,19172,797,,3,0
1346,none,Not so subtle hint: just spent a while with apple opening up a very specific kind of account.,,13857342,19172,797,United States,1,23
1347,none,@james19XX You should examine your personal reasons why one gender 'looks weird' doing an activity as gender-neutral as bike riding.,,930620467,19820,258,,0,0
1348,none,"@Loquori yes. although my funds are rather limited, so trying to find someone that has a spare. &gt;.&gt;",,13857342,19170,797,,0,0
1349,none,@almafeta I think women in general have issues talking about money for activism. Lots of articles on this.,,13857342,19170,797,United States,0,0
1350,none,"NSW on the roll, killin it. #mkr #nsw",mkr,378639234,230,1676,,0,0
1351,none,"@LynnMagic this is awesome, and I love this.",,13857342,19172,797,,0,1
1352,none,"That's rigged, they have to keep her in for her mouth, yet their food was shit AGAIN! #mkr",mkr,292419947,873,321,,0,0
1353,none,Look at the darlings of Aussie TV looking fabulous at the races today!!! #SuperSaturday #MKR http://t.co/8NOyKUoItN,SuperSaturday,15641984,473,2357,,0,0
1354,none,My daughter thinks those blueberry pancakes look amazing! #mkr,mkr,307777099,2,46,,0,1
1355,none,@wehpudicabok IT WAS FREE,,13857342,19170,797,,0,1
1356,sexism,"RT @FakeToniaTodman: If Kat stays, we can watch her descent into meth induced insanity. #mkr",mkr,2910757561,680,752,,4,0
1357,none,"@cptmashek if the only devs standing up are the ones that haven't made mistakes, all devs should be sitting down. ;)",,13857342,19170,797,United States,0,1
1358,sexism,He saved them cause he wants to bang them #mkr,mkr,54805470,80,503,,0,0
1359,none,*whispers* hey guys. being free from abuse/harassment doesn't have to be monetized. it should be for everyone. i can show you the way.,,13857342,19172,797,,11,21
1360,none,@cypheroftyr aw. &gt;.&gt;,,13857342,19170,797,,0,2
1361,sexism,RT @maxcaras: @YesYoureSexist @BastendorfGames that's dumb. there's nothing wrong with satire and sexist jokes.,,930620467,19820,258,,1,0
1362,sexism,Why does Kat have too be such a cunt? #mkr,mkr,471782633,161,560,,0,0
1363,none,17 thats insane!  #mkr,mkr,23411203,1415,940,,0,1
1364,none,"RT @shanselman: Reminder: Nerd Dinner/Tweetup tonight at 6pm Crossroads Mall in Redmond, WA. #codenewbie's welcome. http://t.co/U4tC8nQxO7",codenewbie,13857342,19172,797,,8,0
1365,none,@JimmyGeekPA he answers to fuckhead. He is not that smart.,,13857342,19170,797,United States,0,1
1366,sexism,RT @kieranMDK I'm not sexist but women comedians are fucking shit,,930620467,19820,258,,0,0
1367,none,@freebsdglrI awww. someone's mad. &lt;3,,13857342,19170,797,,0,0
1368,none,"@wizputer oooo, i'll have to look for that.",,13857342,19172,797,United States,0,0
1369,none,This isn't rare. This isn't even GamerGate related. This happens all. the. time.,,13857342,19172,797,United States,4,5
1370,sexism,"RT @GalenHerron I'm not sexist at all, but I do hold the firm belief that girls/women shouldn't be allowed to drive. No need to explain why",,930620467,19819,258,,1,0
1371,sexism,"RT @RICANROLL: @YesYoureSexist tell the bitches, whores, sluts and cunts to change their behavior...that'll end the speech",,930620467,19819,258,,1,0
1372,none,@DHStom d'awww. I FEEL LIKE WONDER WOMAN.,,13857342,19172,797,,0,0
1373,sexism,"@trishesdishes Are you aware women have more, not fewer legal rights than men?",,2756873076,1796,1857,,1,3
1374,none,RT @Hollapalooka: Checked the #gdc2015 tag w/ &amp; w/o @ggautoblocker in place.  Like night &amp; day.  Guess which led to more productive tweets …,gdc2015,13857342,19170,797,,16,0
1375,none,#thecockroachthatjustwontdie RT @bookshopaddict: Surprise announcement?  Another bloody instant restaurant round?  #mkr,thecockroachthatjustwontdie,52374272,552,98,,0,0
1376,sexism,@mistaphill Honestly... Belzer or Ric Ocasek of the Cars...I'm torn...?,,2756873076,1796,1858,,0,0
1377,none,Hand modelling career over? #MKR,MKR,3017002076,82,60,,1,1
